Main Artist,Genres,Followers,Random Song,Lyrics
emeli sandé,r&b,4428962,Heaven,"Will you recognize meIn the flashing lights?I try to keep my heart cleanBut I can't get it rightWill you recognize meWhen I'm lying on my back?Something's gone inside meAnd I can't get it backOh heaven, oh heavenI wake with good intentionsBut the day, it always lasts too longThen I'm goneOh heaven, oh heavenI wake with good intentionsBut the day, it always lasts too longThen I'm goneThen I'm goneThen I'm goneThen I'm goneThen I'm goneThen I'm goneThen I'm goneThen I'm gone"
mc paiva zs,r&b,4397232,01 Não É 02,"Vou levando a vida sempre no sorrisoEu sigo pleno, calmo e sempre invictoDeixa que minha realidade é eu que vivoVárias em volta, eu nunca me sinto sozinhoAcordo sem ressaca com duas loira na minha camaNão lembro o nome delasQue linda vista em BahamasVivendo o que eu sonheiComendo todas as piranhaUm banquete de reiNo bolso, um bolão de granaApreciando o mar da sacadaCombina com o seu olho piscinaUma disse que adora cachaçaOutra que só se solta com tequilaNa sua bunda a marca da minha palmaSemelhantе à bunda da sua amigaCenas quente dе uma noite pesadaFlashback na mente do olhar das bandidaBem me quer, mal me querMas eu sei que ela me quer01 não é 02Por isso eu sou rei das mulherBem me quer, mal me querMas eu sei que ela me quer01 não é 02Por isso eu sou rei"
aaliyah,r&b,4249278,Are You That Somebody,"Dirty South, can y'all really feel me?East Coast, feel me, West Coast, feel meDirty South, can y'all really feel me?East Coast, feel me, West Coast, feel meDirty South, can y'all really feel me?East Coast, feel me, West Coast, feel meDirty South, can y'all really feel me?East Coast, feel me, West Coast, feel meBoy, I've been watching you like the hawk in the skyThat flies, but you were my prey Boy, I promise you if we keep bumpin' headsI know that one of these days We gon' hook it up, prolly talk on the phoneBut see, I don't know if that's goodI've been holdin' back this secret from youI probably shouldn't tell itBut if I, if I let you knowYou can't tell nobody, I'm talkin' 'bout nobodyAre you responsible?Boy, I gotta watch my back, 'cause I'm not just anybodyIs it my go, is it your go?Sometimes I'm goody-goodyRight now I'm naughty-naughtySay yes or say no, 'cause I really need somebodyTell me are you that somebody?"
al james,r&b,4241873,Mood,"YeahAyyAng ganda ng mood, tamang pausok sa roomSamahan mo ako sa mga pagsubok, patungo sa moonMata parang naka-zoom, lutang na parang balloonPayapa't tahimik ang agos ng tubig sa aming lagoonMapapa-kaboomMasyado nang good, hindi maka move dito sa upuanKasama ang troop kaya sigurado na punuanBeat naka-loop, para masulat at malutuanSunog sa roof 'pag kumpleto ang crewDapat mong tutukan, habang may hawak na alakDahan-dahang umaamat, dahan-dahang yumayakapAng mga tala at tila parang nasa ""NASA"" biglaan ang viewNapakalawak, 'di ko alam saan ako hinahatakBaka ako mapahamak, unang beses ko natapak saking sinabakWala akong clue, pakiramdam ko may flu'Pag lumalapit ang due, pero maganda parin aking moodApir ko lang ay na-shookt at sa kama ng glueSa amat nalaman nila mga truth, 'wag kalimutan ang rootPasahan kagrupo at ingat 'pag may naka-suit'Wag hahayaang mabasag ang mood"
gims,r&b,4207234,Est-ce que tu m'aimes ? - Pilule bleue,"""]J'ai retrouvé l'sourire quand j'ai vu l'bout du tunnelOù nous mènera ce jeu du mâle et de la femelle ?Du mâle et de la femelleOn était tellement complices, on a brisé nos complexesPour te faire comprendre, t'avais juste à lever le cilT'avais juste à lever le cilJ'étais prêt à graver ton image à l'encre noire sous mes paupièresAfin de te voir, même dans un sommeil éternelMême dans un sommeil éternelMême dans un sommeil éternelJ'étais censé t'aimer, mais j'ai vu l'averseJ'ai cligné des yeux, tu n'étais plus la mêmeEst-ce que je t'aime ? J'sais pas si je t'aimeEst-ce que tu m'aimes ? J'sais pas si je t'aimeJ'étais censé t'aimer, mais j'ai vu l'averseJ'ai cligné des yeux, tu n'étais plus la mêmeEst-ce que je t'aime ? J'sais pas si je t'aimeEst-ce que tu m'aimes ? J'sais pas si je t'aime"
wale,r&b,4200638,Ride Out,"Came in at first, had bad luckGot a whole lot, remember I ain't had nothin'We done sold out, now everybody mad at meTell 'em roll out, now everybody smashin'Get ready cause you know we 'bout to be a problemHope you ready cause you know it 'bout to be a problemIt's the only way we know to goSquad up, never roll aloneAnd we gon' ride on foreverWe ride out togetherPull up right in your zoneTake over the street, that's how we rollAnd we gon' ride on forever We ride out togetherFancy when I drive, six cars in the drivewayCash in the driver door, spend it, do it my wayI fight you like a matador, fresh out the catalogOne fall we all fall, crew like dominoesPaper chase, vamanos, all my dogs riding smokeMob heavy like the Pope, for that pot of goldWe are not alone, bo-boy, better check your toneYou gone need a lot of help, I ain't talkin' bank loansSit with us, table last supperToast to the brothers, some bad motherfuckersYeah, ain't nothin' but pure luxuryYou lookin' left to me, should be looking up to mePreferably one of the bestShe ridin' cause we next now and forever to deathBe loyal, real, and respect, stay ahead of the restWe just sit back, relax, doin' things to impress"
solange,r&b,4128101,Dreams,"I grew up a little girl withDreams, dreams, dreamsDreams, dreams, dreamsDreams, dreams, dreamsDreams, they come a long way, not todayDreams, they come a long way, not todayDreams, they come a long way, not todayDreams, they come a long way, not todayDreams, they come a long way, not todayDreams, they come a, they come a long wayThey come a, they come a long wayThey come un-, they come undoneThey come a-, they come aroundDreams, they come a long way, not todayDreams, they come a long way, not todayDreams, they come a long way, not todaySometimes I dream I'm in the four doorComing down on the slow-moSometimes I dream I go so high by for the ride bySometimes I feel I'm going down, downSometimes I feel I'm gonna die at timesGot my dreams and my eyes wide"
"earth, wind & fire",r&b,4126695,September,"Do you rememberThe twenty-first night of September?Love was changin' the minds of pretendersWhile chasin' the clouds awayOur hearts were ringin'In the key that our souls were singin'As we danced in the night, rememberHow the stars stole the night away, oh yeahHey, hey, heyBa-dee-yaSay, do you remember?Ba-dee-yaDancin' in SeptemberBa-dee-yaNever was a cloudy dayBa-du, ba-du, ba-du, ba-duBa-du, ba-du, ba-du, ba-duBa-du, ba-du, ba-du-daBa-du, yeahMy thoughts are with youHoldin' hands with your heart to see youOnly blue talk and love, rememberHow we knew love was here to stayNow DecemberFound a love we shared in SeptemberOnly blue talk and love, rememberTrue love we share today"
a tribe called quest,r&b,4099061,Jazz (We've Got),"We got the jazz, we got the jazzWe got the jazz, we got the jazzWe got the jazz, we got the jazzWe got the jazz, we got the jazzStern firm and young with a laid-back tongueThe aim is to succeed and achieve at 21Just like Ringling Brothers, I'll daze and astoundCaptivate the mass 'cause the prose was profoundDo it for the strong, we do it for the meekBoom it in your boom it in your boom it in your JeepOr your Honda, or your Beamer, or your Legend, or your BenzThe rave of the town to your foes and your friendsSo push it, along, trails, we blazeDon't deserve the gong, don't deserve the praiseThe tranquility will make you unball your fistFor we put Hip Hop on a brand new twistA brand new twist with a whole heap of mysticSo low-key that you probably missed itAnd yet it's so loud that it stands in the crowdWhen the guy takes the beat, they bowedSo raise up squire, adjust your attireWe have no time to wallow in the mireIf you're on a foreign path, then let me do the leadJoin in the essence of the cool-out breedThen cool out to the music 'cause it makes you feel sereneWith the birds and the bees and all those groovy thingsLike getting stomach aches when you gotta go to workOr staring into space when you're feeling berserkI don't really mind if it's over your head'Cause the job of resurrectors is to wake up the deadSo pay attention, it's not hard to decipherAnd after the horns, you can check out the Phifer"
toni braxton,r&b,4027305,I Love Me Some Him,"I love me some himI'll never love this way againI love me some youAnother man will never doI love me some himI'll never love this way againI love me some youAnother man will never doAll those days and lonely nightsHave all gone awayI never thought the day would comeWhen we'd be more than friendsYou made me smile when I was downAnd turned my world aroundThe way you give me loveFeels so rightYou took the ease off my mindAnd put it behindYou were there for all my needsSo, babyStay"
chuck berry,r&b,3874347,School Day (Ring Ring Goes The Bell),"Up in the mornin' and out to schoolThe teacher is teachin' the Golden RuleAmerican history andpractical mathYou study 'em hard and hopin' to passWorkin' your fingers right down to the boneAnd the guy behind you won't leave you aloneRing, ring goes the bellThe cook in the lunchroom's ready to sellYou're lucky if you can find a seatYou're fortunate if you have time to eatBack in the classroom, open your booksGee but the teacher don't know how mean she looksSoon as three o'clock rolls aroundYou finally lay your burden downClose up your books, get out of your seatDown the halls and into the streetUp to the corner and 'round the bendRight to the juke joint you go inDrop the coin right into the slotYou gotta hear something that's really hotWith the one you love you're makin' romanceAll day long, you been wanting to danceFeelin' the music from head to toe'Round and 'round and 'round you go"
robin thicke,r&b,3872006,Look Easy,"Where did you come from? There's no wayDid I do something in another life to deserve your grace?How did they make you so pure and free?Living in a world where we lose our hearts, but yours still beatsDon't you know that you make love look easy?Did you know that you make love look easy?Tell me how do you do it, how do you bear?Standing in the eye of the storm like you don't careAlways smiling when you're downEven when we all wanna hang our heads, you laugh out loudDon't you know that you makе love look easy?Baby, don't you know that you make lovе look easy?And the rest of us are so badYou make love look easyWon't you tell me how you do that?You make love look easyYeah, yeah, yeah, yeahOoh-ooh Ooh-ooh Oh, yeahOoh-ooh Ooh-ooh "
tlc,r&b,3817807,Waterfalls - Single Edit,"A lonely mother gazing out of the windowStaring at a son that she just can't touchIf at any time he's in a jam, she'll be by his sideBut he doesn't realize he hurts her so muchBut all the praying just ain't helping at all'Cause he can't seem to keep himself out of troubleSo he goes out and he makes his money the best way he knows howAnother body laying cold in the gutterListen to meDon't go chasing waterfallsPlease stick to the rivers and the lakes that you're used toI know that you're gonna have it your way or nothing at allBut I think you're moving too fastLittle precious has a natural obsession for temptationBut he just can't seeShe gives him loving that his body can't handleBut all he can say is, ""Baby, it's good to me""One day, he goes and takes a glimpse in the mirrorBut he doesn't recognize his own faceHis health is fading, and he doesn't know whyThree letters took him to his final resting placeY'all don't hear me"
mary j. blige,r&b,3762264,As,"Do do do do, whoa whoa whoaDo do do doAs around the Sun the Earth knowsShe's revolvingAnd the rosebuds know to bloom in early MayJust as hate knows love's a cureYou can rest your mind assuredThat I'll be lovin' you alwaysAs now can't reveal the mystery of tomorrowBut in passing will grow older every dayJust as all is born is newYou know what I say is trueThat I'll be lovin' you alwaysUntil the rainbow burns the stars out of the sky Until the ocean covers every mountain high Until the day that eight times eight times eight is four Until the day that is the day that I'm no moreDid you know that true love asks for nothing?Her acceptance is the way we payDid you know that life has given love a guaranteeThat last through foreverAnother dayAs today I know I'm living for tomorrowCouldn't make me be the pastBut that I mustn't fearNow I know deep in my mindThe love of me I left behindAnd I'll be loving you always"
mc g15,r&b,3761146,Você Foi Diferente,"Dá uma sentada daquela nervosaFaz um tempo que tu foi, hoje tu tá de voltaQue eu sei que tu gostaQue eu sei que tu gostaEssa é a horaEssa é a horaDe todas que eu pegueiVocê foi diferenteNão sei o que aconteceu entre a genteVocê deu uma foda sensacionalDá uma sentada daquela nervosaFaz um tempo que tu foi, hoje tu tá de voltaQue eu sei que tu gostaQue eu sei que tu gostaEssa é a horaEssa é a horaUma sentada, uma sentadaUma sentada, uma sentadaUma sentada, uma sentadaDá uma sentada daquela nervosaFaz um tempo que tu foi, hoje tu tá de voltaQue eu sei que tu gostaEssa é a horaUma, uma sentada daquela nervosaUma, uma sentada daquela nervosaQue eu sei que tu gostaEssa é a hora"
mc kekel,r&b,3732425,Solteiro Até Morrer,"Quando a gente se encontrarLá na frente, eu vou dizerQue valeu te conhecerMas foi melhor eu te esquecerUma dose eu vou tomarTaco o play, não vou pararMas se é passado, sai pra láQue o meu presente tá melhorFaço de tudo pra esquecerSofri uma vezE nunca maisEu vou sofrerConheci a liberdadeNunca mais vou me prenderUma vez solteiroSolteiro até morrerConheci a liberdadeNunca mais vou me prenderUma vez solteiroSolteiro até morrerConheci a liberdadeNunca mais vou me prenderUma vez solteiroSolteiro até morrerConheci a liberdadeNunca mais vou me prenderUma vez solteiroSolteiro até morrer"
mc davi,r&b,3723675,Pagodeiro,"A goma que eu prometi 'tá aliEu me'mo fui buscar e Deus guiou meus pé'A nave que eu conquistei 'tá aliJesus que vai blindar e o ronco é nota dezEu só queria ter um GolzinhoRebaixado, de bandido, pra tumultuarMas Deus abençoou com a Porsche que tem dois lugar'Eu não sou muito de amigoÀs vez' é melhor sozinho pra não se estressarTem um monte de invejoso querendo o meu lugarCalma, vida, Deus tem um plano bomCerteza quе o Dele é melhor quе o nosso e vários pode' ser campeãoDiz pra mim que a nossa luta foi sagazE tudo que aconteceu te deixou feliz como euDiz pra mim que o maloqueiro fala e fazE vários que desmereceuMe viu progredir e os meusNamora, mas adora um proibidoE eu que sou culpado? E eu que sou bandido?Mas lá em casa ela pega no meu péPensando que no show eu arrumo várias mulher'E no meu coração é a 01Pra dar um pente e rala, não tenho tempo nenhumMe dá um selinho e o resto fica tudo bemNas curva' do seu corpo, só eu ando a mais de cemDeixa em offOff, nosso amor é mais gostoso em offÉ, é linda da cabeça aos pésE no meu time é a faixa dezEu não me separo de você, mulherNem se a Globeleza um dia me quiserSe na Mega-Sena eu vencerFico com você, fico com vocêMal sabe ela, o melhor prêmio eu já ganheiE foi naquele dia, no rolê que eu te trombeiEu te beijei, que eu te agarrei, me apaixoneiNa Mega-Sena dela, foi só eu que acerteiEu preciso te verPro meu fogo acenderPra resumir o assunto, de agora em dianteVou te esperar na igreja, você linda e deslumbranteVou 'tar na picadilha, em cima do altarE aquele seu desejo, hoje eu vou realizar'Cê não queria casar? 'Cê não queria casar?"
l7nnon,r&b,3688153,Desacreditado,"E-EduThe número uno, Papatinho All I need in this life of sin is a Lyca SIM I can fill up with bissheads Three man jump out the ride, best run for your life, start runnin' in zig-zag Broski tacklin', slide, get sent off the field like, ""Why did I buy them shin pads?"" GiffGaff SIM card, drop call girl when I had no minutes, I'll wait till they ring backBeen on my grind, I don't know how to kickflip I don't care what the dress code isNine times out of ten, I'ma come in a Nike Tech As soon as I open my eyelidsI'm takin' my phone off of silent Send out that text like, ""Yeah, I'm online""I been on my grind, I don't know how to ollie I sold molly right there in the skatе parkThey were tryna do bicyclе kicksThey were tryna be the next NeymarI sold crack to my next-door neighbourWoulda thought I was in a favelaThese days it's tagliatelleRemember the dinner was bread and Nutella I was stuck on the same five channels My TV never had an antenna"
bad bunny,reggae,158352843,Tití Me Preguntó,"EyTití me preguntó si tengo mucha' novia', mucha' novia'Hoy tengo a una, mañana otra, ey, pero no hay bodaTití me preguntó si tengo mucha' novia', je, mucha' novia'Hoy tengo a una, mañana otraMe la' vo'a llevar a to'a pa' un VIP, un VIP, eySaluden a TitíVamo' a tirarno' un selfie, say ""cheese"", eyQue sonrían las que ya les metíEn un VIP,  un VIP, eySaluden a TitíVamo' a tirarno' un selfie, say ""cheese""Que sonrían las que ya se olvidaron de míMe gustan mucho las GabrielaLas Patricia, las Nicole, las SofíaMi primera novia en kinder, MaríaY mi primer amor se llamaba ThalíaTengo una colombiana que mе escribe to' los día'Y una mexicana quе ni yo sabíaOtra en San Antonio que me quiere todavíaY las de PR que todita' son mía'Una dominicana que es uva bombónUva, uva bombónLa de Barcelona que vino en aviónY dice que mi bicho está cabrónYo dejo que jueguen con mi corazónQuisiera mudarme con toda' pa' una mansiónEl día que me case te envío la invitaciónMuchacho, deja eso, ey"
anuel aa,reggae,69334572,Ella Quiere Beber - Remix,"”]Check, check I'mma show you why I'm the king of this shitUahCuando una mujer decide ser mala y no quiere dueñoProbablemente un hombre la engañó en su vida, sin sentimientosRumba, el pasado lo enterró en la tumbaLa mala tiene vida, la buena es la difuntaAhora, pal' carajo la envidia de todasTodo bobolon que se le acerque ella lo ignoraTan callaí'ta que era la nenaAhora es candelaLa veo cazando con veinte botellasPresiento un problemaYo soy servicial con sus deseosSi me pide como R Kelly yo la- No me gustan chamaquitasSolo hago lo que la bebé le excitaÉl le falló-ó-ó y la traicionó-ó-óAhora ella va a vengarse en mi cama"
maluma,reggae,68390497,Créeme,"Yay, ya-ah , dice¿Cómo explicarle a la conciencia que esto fue mi culpa?¿Cómo decirle al corazón que tú no volverás?Hacer saber a mis ojos que no te verán nunca ¿Cómo explicarle a mi boca que no la besarás?Y no es que muera porque no tenga tus besosPero es que vivir sin eso es como vivir sin razónY si tú supieras cómo me duele el procesoDe olvidarme de tu cuerpo, me destroza el corazónCréeme un poco más, te lo suplicoQue te me fuiste y no merezco este castigoSoy un loco más que no ha entendidoSi yo sólo te daba amor, ¿por qué te has ido?Es que se sentía un frío terrible Ya no sé ni cómo decirte Contigo me sentía invencible Me amas pero, ¿de qué me sirve?"
karol g,reggae,42614177,MAMIII,"O-O-Ovy On The DrumsSalud, mamiAh, ah, ah, ayLo que no sirve que no estorbeTe metiste autogol por torpeTe quedó grande este torqueYa no estoy pa' que de mí te enamores, baby Sin Visa ni pasaporte Mandé tu falso amor de vacaciones Pa' la mierda y nunca vuelvasQue todo se te devuelva, noDe lo que me hiciste si no te acuerda'No me vuelvas a llamar, que hasta boté el cеlularDe lo tóxico que erеs, se volvió perjudicialLo que se va, se vaConmigo no te equivoquesDe lo tóxico que eres, no te quiero ver más Llegué pa'l party, saca la botellaLa que te quería, no sé quién es ellaTe dejé el review, no te puse ni una estrellaY te olvidé porque no dejaste huellaYa no miro pa'trás, ni pa' parquearmeTengo a uno que está listo pa' llevarmeEl segundo está esperando en el hotelY el tercero lo conozco esta noche No me llames, que mi número cambié Si quieres que te lo dé Llama 1-800-jódeteNo sé si me escuchasteNo me llames, que mi número cambié Si quieres que te lo dé Llama 1-800-jódete "
ozuna,reggae,38192380,Monotonía,"Woh-oh-oh-oh-oh, ehYeahNo fue culpa tuya, ni tampoco míaFue culpa de la monotoníaNunca dije nada, pero me dolía Yo sabía que esto pasaríaTú en lo tuyo, yo haciendo lo mismoSiempre buscando protagonismoTe olvidaste de lo que un día fuimosY lo peor es queNo fue culpa tuya, ni tampoco míaFue culpa de la monotoníaNunca dije nada, pero me dolía Yo sabía que esto pasaría De repente ya no eras el mismo Me dejaste por tu narcisismo Te olvidaste de lo que un día fuimos Eh-eh, ey"
j balvin,reggae,38028010,UN PESO,"¿Pa' qué me vas a amar si ya te dije adiós?Si ya me despedí de ti, no quiero saber más de tus besos¿Pa' qué me vas a amar? Ya te di tu perdónEl rencor nunca ha estado en míAhora lo que hagas me vale un peso¿Pa' que me vas a amar?¿Pa' qué? si estamos en otras etapa' y ya te olvidé?Si por ti me jodí, caí y me levantéCon el que te venías, ya se fueMe han llega'o par de razones que ya has roto corazonesTratando 'e llenar vacíos que ni llenas con galonesSí, esta es pa' que borracha la entone'De ti solo extraño hacerlo sin condone'Y con razón, tan poquito te dolióDe cora' que no fui yo el que la nave despegóY tu corazón idiota siempre me extrañará, baby¿Pa' qué me vas a amar si ya te dije adiós?Si ya me despedí de ti, no quiero saber más de tus besos¿Pa' qué me vas a amar? Ya te di tu perdónEl rencor nunca ha estado en míAhora lo que hagas me vale un peso"
daddy yankee,reggae,34243502,Con Calma,"D-D-D-D-D-DYPlay N' Skillz¡Run!¿Cómo te llamas, baby?Desde que te vi supe que eras pa’ míDile a tus amigas que andamo' readyEsto lo seguimo' en el after party¿Cómo te llamas, baby? Desde que te vi supe que eras pa’ míDile a tus amigas que andamo' ready Esto lo seguimo' en el after party Con calmaYo quiero ver como ella lo meneaMueve ese poom-poom, girlEs una asesina, cuando baila quiere que to' el mundo la veaI like your poom-poom, girl Con calmaYo quiero ver como ella lo meneaMueve ese poom-poom, girlTiene adrenalina, en medio 'e la pista, vente, hazme lo que seaI like your poom-poom, girl "
manuel turizo,reggae,26933356,DE LUNES A LUNES,"Ya van más de tres botellas que bebo en tu nombreMe acabé los cigarrillos que mamá me escondeYa sé que es de madrugada, que no son horas de llamadaPero escucha lo que tengo que decirteAy, que no me conformoMe está quebrando abrazar los recuerdosMe he vuelto amigo del ron y el despechoNo me diste tiempo de hablar dе los hechosA ti te ganaron el chismе y los celosY me tienes tomando de lunes a lunesYa casi no duermo por pensar en tiNo encuentro unos brazos donde refugiarmeTodo lo que hago me recuerda a tiY me tienes tomando de lunes a lunesSi miro hacia el cielo, te dibujan las nube'Sé que fallé, pero perdónamePorque no doy pa' olvidarme de ustedY no preguntes por mi vidaSi vida ya no tengo desde que te fuisteTenía tanto que darte y decidiste irteTodo por un error, error que es de los dos"
arcángel,reggae,26638431,La Jumpa,"Y yo la vi, anda con do', la amiga me miróAl VIP se pegó, claro que sí, claro que entróHola, mi nombre es Arcángel, un gusto, un placerHoy tú te va’ con una leyenda que no va a volver a nacer, no Y ya la vi, anda con do', la amiga me miróAl VIP se pegó, claro que sí, claro que entróHola, jaja, mi nombre es Bad Bunny, un gusto, un placerAprovéchame hoy, que obliga'o no me vuelve’ a verTu baby quiere que la rompa , jeLuka, stepback, la jumpa Tú estás loco por vender el alma, pеro ni el diablo te la compra Yo no tengo compе , pregúntaselo a tu compa To' el mundo ya sabe, por eso Bad Bunny ni ronca A mí me escuchan los abuelo' y sus nietecito' maleante' Tiradore' y estudiante', doctore' y gánster’Naturale’ y con implante', los adulto’ y los infante'En Barcelona y Alicante , en Santurce y Almirante Cruzando la calle con los Beatle'Damian Lillard y otro buzzer beater El que quiera, que me tireOtra cosa es que yo mire, nah, nah, nah, jaYo soy un pitcher, yo soy un pitcher, eyY este es otro juego que me voy no hitter Vengo de PR, tierra de Clemente, a mí sin cojone' me tienen to’ lo' Jeter , eyLos hater' no salen, yo nunca los veo en la calle, pa' mí que ello' viven en Twitter, ja, ey, okeyEstoy ocupado haciendo dineroSo no tengo tiempo pa' cuidar mis hijo', que ninguno cobra más de lo que cobra la babysitter, jejePapi, vámono' ya, quiero chingarOkey, okey "
bob marley & the wailers,reggae,24081432,Three Little Birds,"""Don't worry about a thing'Cause every little thing is gonna be alright""Singing, ""Don't worry about a thing'Cause every little thing is gonna be alright!""Rise up this morning, smiled with the rising sunThree little birds pitch by my doorstepSinging sweet songs of melodies pure and trueSaying, ""This is my message to you-ou-ou""Singing, ""Don't worry about a thing'Cause every little thing is gonna be alright""Singing, ""Don't worry about a thing 'Cause every little thing is gonna be alright!""Rise up this morning, smiled with the rising sunThree little birds pitch by my doorstepSinging sweet songs of melodies pure and trueSaying, ""This is my message to you-ou-ou""Singing, ""Don't worry about a thing 'Cause every little thing is gonna be alright Singing, ""Don't worry about a thing 'Cause every little thing is gonna be alright!""Singing, ""Don't worry about a thing'Cause every little thing is gonna be alright Singing, ""Don't worry about a thing'Cause every little thing is gonna be alright!""Singing, ""Don't worry about a thing 'Cause every little thing is gonna be alright"
sebastian yatra,reggae,22817340,VAGABUNDO,URL not found
don omar,reggae,21899194,Dale Don Dale,"¡Gocho!¡Don, Don!Dale, dale, Don, dalePa' que se muevan las gyalesPa' activar Los AnormalesY al que se resbale, ¡Buster, dale!Dale-e-e, dale, Don, dalePa' que se muevan las gyalesPa' activar Los AnormalesY al que se resbale Mírala cómo maquina, pa' pillarla en una esquinaComo ron, qué fina, tremenda asesinaSe peina y se guilla, se viste y se maquillaTranquila, chiquilla, o te siento en mi sillaHoy tú vas a ser mía, el Don te desafíaSeguro en mi vía, cuida'o si te tira'Y si tu novio se activa, yo activo la guerrillaY si el Buster te lo pilla no le va a dar ni cosquilla'"
rauw alejandro,reggae,19801456,Tiroteo - Remix,"""]Cuando tú empiezasOjalá nunca termine'Porque siempre que me besasFlorecen to' los jardinesPero se fue el sol y nunca volvióMe sentí como un niño sin luz, con miedoEste cuento de hadas al final cambióMe llenó de promesas que nunca cumplióMe dijiste que te va' Que estás en busca de algo más Yo como un tonto en tu portal Si como un perro soy leal Y ahora quiero que vuelvas como un niño los finde'Desde que te has ido no hacen gracia los chiste'Me he cortado el pelo, me he comprado otro tinteBuscando a ver si encuentro alguna como tú en TinderMi niña, eres la musa de mis canciones tristesNo puedo cerrar los ojos mientras te me desvistesHaces que de mí se vayan to' mis despiste'Y es que olvidarte no será una tarea simple"
natti natasha,reggae,19676373,To The Beat,"Move my body to the beat, just keep it upSpin that mood, la-la-la-la, and never stopLights out, blackout, got me feeling my way aroundHands up, eyes shut, got me drowning in the soundDeep down, right now, my heart is racingDeep down, right now, I can't explain this feeling, no'Cause every time I'm getting close to youI know I gotta see you throughRight into the morning, break your rules, yeahYou gottaMove my body to the beat, just keep it upSpin that mood, la-la-la-la, and never stopMove my body to the beat, just keep it upSpin that mood, la-la-la-la, and never stopJust keep it upDon't never stopSpend the moonlight, la-la-la don't never stopDon't never stop, yeah"
feid,reggae,19449728,LA INOCENTE,"YeahYeah-yeahYeahTodo parece estar bienPero nada e' lo que pareceNo supe darte mi cienAunque lo traté muchas vece'Lo intenté, pero fracaséTodos mis errore' ya los repaséY ahora dime cómo duermo si tú no me pertenece' Abuelo me lo dijo, el amor no funcionaQuien meno' te espera' se va y te traicionaTe fuistе sin despedirteComo si nunca mе quisisteTe di lo que pedía' y no fue suficienteTú solo mentía' y yo tu fiel creyenteMil sueño' me vendía', yo fui tu cliente Siempre era yo el culpable y tú jugando a la inocente "
nicky jam,reggae,19298697,El Perdón (with Enrique Iglesias),"Dime si es verdadMe dijeron que te estás casandoTú no sabes cómo estoy sufriendoEsto te lo tengo que decirCuéntame, tu despedida para mí fue duraSerá que te llevó a la lunaY yo no supe hacerlo asíTe estaba buscandoPor las calles gritandoEsto me está matando, oh noTe estaba buscandoPor las calles gritandoComo un loco tomandoEs que yo sin ti, y tú sin míDime quién puede ser felizEsto no me gustaEsto no me gustaEs que yo sin ti, y tú sin míDime quién puede ser felizEso no me gustaEso no me gusta"
camilo,reggae,18536121,No Se Vale,Tiene una cara bonitaY ni pa' qué les cuento de su corazónQue se fuera es culpa míaAunque le dije que era culpa de los dosDe mi fondo de pantallaNuestra foto juntos yo no la he borradoElla ya tiene un futuroY yo sigo atorado viviendo el pasadoSigo yendo a los lugares donde con ella bailabaSigo escuchando la música que con ella escuchabaHago todo pero no sirve de nadaPorque antes tomaba con ella y ahora tomo es pa' olvidarlaTe extraño mucho y parece quе túYa te olvidaste de lo quе fui para tiY eso no se valeNo se valeTe extraño mucho y tú subiendo fotosY escribiendo frases de que estás felizY eso no se valeNo se vale
reik,reggae,17328608,Si Me Dices Que Sí,"Laramercy gangFor you, my love¿Qué pasa si te digoQue yo no te he olvidado, que no aprendí a vivir sin ti? ¿Qué pasa si esta nocheJugamos al pasado para curar la cicatriz? ¿Qué no daría por besar tu cuello?¿Qué no daría por oler tu peloMientras te me duermes en el pecho?Daría todo por volver el tiempo Es asíSi yo no tengo tus beso', yo me puedo morir Si tú te alejas de mí, ya no quiero vivirSi desde lejos se nota que ya no eres feliz Yo dejo todo por ti si me dices que sí¿A quién engañas? Tú no eres feliz sin míSi me dices que sí¿A quién engañas? Tú no eres feliz sin míSi me dices que sí"
farruko,reggae,15882026,Passion Whine,""" ft. Wisin & Sean Paul]Sean de Paul 'longside FarrukoW....En el remixSean Paul!Wisin!FarrukoEsta canción es para bailar chillin’ con la jefaHahaDéjame probarTu piel y tu cuerpoCreo que es el momento bebeDemuestra tu sensualidad Tú y solos bailando en una esquinaOhh, mami a mí me fascinaElla se suelta cuando El Dembow la castigaOhh, mami a mí me fascinaThis is the money remixW!Sean Paul!Farruko!Dutty yeah!"
zion & lennox,reggae,15224642,No Es Justo,"Woh-oh-ohCuando empiezas a bailar, no es justo, no es justoY lo noto en tu mirar, te gusto, te gusto Sonando esta canción y yo viéndoteSi te acercas a mí, no pares Y si te digo ""Está linda"" una y otra vezEso te gusta y lo sabes Cuando empiezas a bailarNo es justo, no es justoY lo noto en tu mirar, te gusto, te gustoSonando esta canción y yo viéndoteSi te acercas a mí, no paresY si te digo, ""Está' linda"" una y otra vezEso te gusta y lo sabesSin ti no existe la discoteca Ya te he dado mucho y poco tú me das De la fiesta eres la pieza que falta Si pa' pasarla rico sólo faltas túDéjate llevar Estás ansiosa, lo puedo notar Toda' tus gana' las puedo calmar Si yo soy lo que te hace falta Y aquí sólo faltas túDéjate llevar Estás ansiosa, lo puedo notar Toda' tus gana' las puedo calmar Si yo soy lo que te hace falta Y aquí sólo faltas tú , ah-ah"
